structure_id,core_mof_id,formula,source_note
ABAVIJ_clean,ABAVIJ,,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
UJAQEC_clean,UJAQEC,,doi=10.1039/c0ce00268b; partition=train; ann_probability=0.11834499
UJAQUS_clean,UJAQUS,,doi=10.1039/c0ce00268b; partition=train; ann_probability=0.10035741
UJOJAG_clean,UJOJAG,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12335542
UJOJEK01_clean,UJOJEK01,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12301576
UJOJEK02_clean,UJOJEK02,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12322056
UJOJIO01_clean,UJOJIO01,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12306127
UJOJIO05_clean,UJOJIO05,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.122915864
UJOJIO06_clean,UJOJIO06,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12295979
UJOJOU01_clean,UJOJOU01,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.123248845
UJOKIP_clean,UJOKIP,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.119630665
UJOKIP01_clean,UJOKIP01,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.119908094
UJOKIP04_clean,UJOKIP04,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12002492
UJOKIP05_clean,UJOKIP05,,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.12008512
UJULIW_clean,UJULIW,,doi=10.1039/C6DT00643D; partition=train; ann_probability=0.10262036
UJUPUM_clean,UJUPUM,,doi=10.1039/C6CC00589F; partition=train; ann_probability=0.94833314
UKEXEP_clean,UKEXEP,,doi=10.1039/C6CE00273K; partition=train; ann_probability=0.09421721
UKIQIP_clean,UKIQIP,,doi=10.1021/ic100378p; partition=train; ann_probability=0.8185315
UKUPEX_clean,UKUPEX,,doi=10.1021/acs.chemmater.5b04075; partition=train; ann_probability=0.09959787
UKUTEB_clean,UKUTEB,,doi=10.1039/C6CE00169F; partition=train; ann_probability=0.31340724
ULUVUT_clean,ULUVUT,,doi=10.1039/c0cc04169f; partition=train; ann_probability=0.93537223
UMEHOL_clean,UMEHOL,,doi=10.1039/C6CE00321D; partition=train; ann_probability=0.9383168
UMELEF_clean,UMELEF,,doi=10.1039/C6CE00321D; partition=train; ann_probability=0.9398063
UMELUU_clean,UMELUU,,doi=10.1039/c0cc03506h; partition=train; ann_probability=0.105082035
UMEPOT_clean,UMEPOT,,doi=10.1039/C6CE00321D; partition=train; ann_probability=0.94221157
UMEQAG_clean,UMEQAG,,doi=10.1039/C6CE00321D; partition=train; ann_probability=0.94153595
UMESOW_clean,UMESOW,,doi=10.1039/C6CE00321D; partition=train; ann_probability=0.941697
USIRUL_clean,USIRUL,,doi=10.1021/acs.inorgchem.6b00813; partition=train; ann_probability=0.9436227
USOXEH_clean,USOXEH,,doi=10.1021/acs.inorgchem.6b00814; partition=train; ann_probability=0.9164326
UTACUP_clean,UTACUP,,doi=10.1021/acs.cgd.6b01052; partition=train; ann_probability=0.089331806
UVINAP_clean,UVINAP,,doi=10.1021/cg1012439; partition=train; ann_probability=0.11702758
UVOTOQ_clean,UVOTOQ,,doi=10.1021/acs.cgd.6b00930; partition=train; ann_probability=0.092638224
UVUDUM_clean,UVUDUM,,doi=10.1021/acs.cgd.6b00853; partition=train; ann_probability=0.93704224
UVUGAV_clean,UVUGAV,,doi=10.1021/acs.cgd.6b00853; partition=train; ann_probability=0.92622507
UWALEL_clean,UWALEL,,doi=10.1039/C6QI00282J; partition=train; ann_probability=0.94296455
UWELIS_clean,UWELIS,,doi=10.1002/zaac.201100082; partition=train; ann_probability=0.9189702
UWOWAF_clean,UWOWAF,,doi=10.1021/ic101112b; partition=train; ann_probability=0.10846731
UWUKII_clean,UWUKII,,doi=10.1039/C6QI00191B; partition=train; ann_probability=0.9289161
UXIQOJ_clean,UXIQOJ,,doi=10.1039/C6TA06572D; partition=train; ann_probability=0.9174074
UYOJOI_clean,UYOJOI,,doi=10.1039/c1jm12789f; partition=train; ann_probability=0.9547318
UZIGOB_clean,UZIGOB,,doi=10.1002/chem.201602918; partition=train; ann_probability=0.13901222
VAGBEN_clean,VAGBEN,,doi=10.1039/C5CE02544C; partition=train; ann_probability=0.92778224
VAGBUD_clean,VAGBUD,,doi=10.1039/C5CE02544C; partition=train; ann_probability=0.9286721
VAGTAA_clean,VAGTAA,,doi=10.1039/c0cc02069a; partition=train; ann_probability=0.84511817
VAGTAA01_clean,VAGTAA01,,doi=10.1002/ejic.201402475; partition=train; ann_probability=0.17340773
VAGTUU_clean,VAGTUU,,doi=10.1039/c0cc02589e; partition=train; ann_probability=0.9162049
VAJTUX_clean,VAJTUX,,doi=10.1039/c005228k; partition=train; ann_probability=0.94042087
VALVIQ_clean,VALVIQ,,doi=10.1021/acs.cgd.5b01843; partition=train; ann_probability=0.09276873
VALWUD_clean,VALWUD,,doi=10.1021/jacs.5b13491; partition=train; ann_probability=0.43705863
VALXAK_clean,VALXAK,,doi=10.1021/jacs.5b13491; partition=train; ann_probability=0.06621897
VALXOY_clean,VALXOY,,doi=10.1021/jacs.5b13491; partition=train; ann_probability=0.08223647
VAPBEV_clean,VAPBEV,,doi=10.1039/c1dt11825k; partition=train; ann_probability=0.12546992
VARHIH_clean,VARHIH,,doi=10.1021/ic1015498; partition=train; ann_probability=0.09807545
VARJEF_clean,VARJEF,,doi=10.1021/ic1015498; partition=train; ann_probability=0.11444506
VAXMUF_clean,VAXMUF,,doi=10.1039/C7CE00319F; partition=train; ann_probability=0.93497694
VAYFUY_clean,VAYFUY,,doi=10.1039/c2ce25556a; partition=train; ann_probability=0.8989748
VAZKUE_clean,VAZKUE,,doi=10.1021/cg3004036; partition=train; ann_probability=0.9329373
VAZLAL_clean,VAZLAL,,doi=10.1021/cg3004036; partition=train; ann_probability=0.9315145
VAZLOZ_clean,VAZLOZ,,doi=10.1021/cg3004036; partition=train; ann_probability=0.92254335
VAZMEQ_clean,VAZMEQ,,doi=10.1021/cg3004036; partition=train; ann_probability=0.9145605
VEDFIV_clean,VEDFIV,,doi=10.1039/c2jm33269h; partition=train; ann_probability=0.93749344
VEDFOB_clean,VEDFOB,,doi=10.1039/c2jm33269h; partition=train; ann_probability=0.9375743
VEDFUH_clean,VEDFUH,,doi=10.1039/c2jm33269h; partition=train; ann_probability=0.9337418
VEDGAO_clean,VEDGAO,,doi=10.1039/c2jm33269h; partition=train; ann_probability=0.93652976
VEGXIQ_clean,VEGXIQ,,doi=10.1039/c2ce06563k; partition=train; ann_probability=0.92092365
VEGXOW_clean,VEGXOW,,doi=10.1039/c2ce06563k; partition=train; ann_probability=0.9247366
VEGXUC_clean,VEGXUC,,doi=10.1039/c2ce06563k; partition=train; ann_probability=0.9342586
VEHJOJ_clean,VEHJOJ,,doi=10.1039/c2ce25343g; partition=train; ann_probability=0.9437416
VEHJUP_clean,VEHJUP,,doi=10.1039/c2ce25343g; partition=train; ann_probability=0.945244
VEHLAW_clean,VEHLAW,,doi=10.1021/ic060059s; partition=train; ann_probability=0.13823995
VEHLEA_clean,VEHLEA,,doi=10.1021/ic060059s; partition=train; ann_probability=0.120280296
VEHLEA01_clean,VEHLEA01,,doi=10.1002/zaac.200900351; partition=train; ann_probability=0.12052828
VEHRIL_clean,VEHRIL,,doi=10.1039/c2dt00001f; partition=train; ann_probability=0.94004637
VEHYUE_clean,VEHYUE,,doi=10.1039/c2dt30534h; partition=train; ann_probability=0.13435629
VEMSUC01_clean,VEMSUC01,,doi=10.1039/B902223F; partition=train; ann_probability=0.9281738
VEQBID_clean,VEQBID,,doi=10.1021/ja062743b; partition=train; ann_probability=0.09782109
VERPOZ_clean,VERPOZ,,doi=10.1021/ic3014333; partition=train; ann_probability=0.9133611
VERZID_clean,VERZID,,doi=10.1021/ic302129m; partition=train; ann_probability=0.9405122
VERZOJ_clean,VERZOJ,,doi=10.1021/ic302129m; partition=train; ann_probability=0.93724346
VERZUP_clean,VERZUP,,doi=10.1021/ic302129m; partition=train; ann_probability=0.9466141
VETMIS_clean,VETMIS,,doi=10.1002/chem.201203093; partition=train; ann_probability=0.93309355
VETVAS_manual,VETVAS,,doi=10.1021/cg060520r; partition=train; ann_probability=0.91004574
VICLAW_clean,VICLAW,,doi=10.1039/C3DT50664A; partition=train; ann_probability=0.943033
VIDXOX_clean,VIDXOX,,doi=10.1039/c2ce26940f; partition=train; ann_probability=0.9261874
VIFBOD_clean,VIFBOD,,doi=10.1039/c2ce26940f; partition=train; ann_probability=0.9292831
VIFBUJ_clean,VIFBUJ,,doi=10.1039/c2ce26940f; partition=train; ann_probability=0.9175508
VIQQUJ_clean,VIQQUJ,,doi=10.1007/s11243-013-9744-2; partition=train; ann_probability=0.9112849
VIRPOC_clean,VIRPOC,,doi=10.1021/ic700790h; partition=train; ann_probability=0.93004954
VIRQES_clean,VIRQES,,doi=10.1039/b101005k; partition=train; ann_probability=0.9384628
VIRVEY_clean,VIRVEY,,doi=10.1021/cg7008094; partition=train; ann_probability=0.91455066
VIWKIX_clean,VIWKIX,,doi=10.1021/cg4008679; partition=train; ann_probability=0.096711636
VIWKOD_clean,VIWKOD,,doi=10.1021/cg4008679; partition=train; ann_probability=0.12891269
VIWLAQ_clean,VIWLAQ,,doi=10.1021/cg4008679; partition=train; ann_probability=0.08663136
VIWLEU_clean,VIWLEU,,doi=10.1021/cg4008679; partition=train; ann_probability=0.092414856
VIWLIY_clean,VIWLIY,,doi=10.1021/cg4008679; partition=train; ann_probability=0.085102916
VIWLOE_clean,VIWLOE,,doi=10.1021/cg4008679; partition=train; ann_probability=0.116640925
VIWMEV_clean,VIWMEV,,doi=10.1021/cg4008679; partition=train; ann_probability=0.10894567
VIWMIZ_clean,VIWMIZ,,doi=10.1039/C4CE00028E; partition=train; ann_probability=0.9380832
VIXPUP01_clean,VIXPUP01,,doi=10.1002/chem.201304005; partition=train; ann_probability=0.9242182
VIXTUT_clean,VIXTUT,,doi=10.1021/cg4009703; partition=train; ann_probability=0.10188204
VIXVUV_clean,VIXVUV,,doi=10.1021/cg4009703; partition=train; ann_probability=0.11570099
VIXZUZ_clean,VIXZUZ,,doi=10.1039/C3CE42214C; partition=train; ann_probability=0.9293101
VIZQEC_clean,VIZQEC,,doi=10.1039/C3CE42366B; partition=train; ann_probability=0.9409568
VOJGOS_clean,VOJGOS,,doi=10.1039/C4RA07128J; partition=train; ann_probability=0.34420538
VOLPET_clean,VOLPET,,doi=10.1021/cg500436g; partition=train; ann_probability=0.93786466
VOLQOD_clean,VOLQOD,,doi=10.1021/ic800777r; partition=train; ann_probability=0.87713194
VOTKEW_clean,VOTKEW,,doi=10.1039/C4RA16599C; partition=train; ann_probability=0.9361707
VOYGOH_clean,VOYGOH,,doi=10.1021/cg501524a; partition=train; ann_probability=0.93722236
VUCTOE_clean,VUCTOE,,doi=10.1021/ic502601s; partition=train; ann_probability=0.9211831
VUCTUK_clean,VUCTUK,,doi=10.1021/ic502601s; partition=train; ann_probability=0.93803287
VUNNEZ_clean,VUNNEZ,,doi=10.1039/C5CE00326A; partition=train; ann_probability=0.08391097
VUNXUY_clean,VUNXUY,,doi=10.1039/b912972n; partition=train; ann_probability=0.106560975
VUNYUZ_clean,VUNYUZ,,doi=10.1039/b912972n; partition=train; ann_probability=0.12389791
VUQJUN_clean,VUQJUN,,doi=10.1039/b916168f; partition=train; ann_probability=0.11825216
VUQJUN01_clean,VUQJUN01,,doi=10.1039/b916168f; partition=train; ann_probability=0.11900538
WAFKAQ_clean,WAFKAQ,,doi=10.1002/anie.200460712; partition=train; ann_probability=0.91435516
WALKAY_clean,WALKAY,,doi=10.1039/C5CE02426A; partition=train; ann_probability=0.18174478
WANBOE_clean,WANBOE,,doi=10.1039/c1dt11448d; partition=train; ann_probability=0.95225775
WANHIF_clean,WANHIF,,doi=10.1039/C7QI00063D; partition=train; ann_probability=0.9399754
WAQDOJ_charged,WAQDOJ,,doi=10.1039/c2dt12215d; partition=train; ann_probability=0.9151043
WAQTEQ_clean,WAQTEQ,,doi=10.1021/acs.cgd.7b00119; partition=train; ann_probability=0.09873024
WAWGOQ_clean,WAWGOQ,,doi=10.1039/b001189o; partition=train; ann_probability=0.91930366
WAYMAM_clean,WAYMAM,,doi=10.1039/c0dt00856g; partition=train; ann_probability=0.7765076
WEBKOD_clean,WEBKOD,,doi=10.1021/ic991360u; partition=train; ann_probability=0.90952355
WEDXEK_clean,WEDXEK,,doi=10.1039/c2ce25214g; partition=train; ann_probability=0.111617595
WENKEH_clean,WENKEH,,doi=10.1039/c2dt32390g; partition=train; ann_probability=0.92284995
WENKOR_clean,WENKOR,,doi=10.1039/c2dt32390g; partition=train; ann_probability=0.94047916
WENKUX_manual,WENKUX,,doi=10.1039/c2dt32390g; partition=train; ann_probability=0.92678595
WENLAE_manual,WENLAE,,doi=10.1039/c2dt32390g; partition=train; ann_probability=0.93010706
WENLEI_clean,WENLEI,,doi=10.1039/c2dt32390g; partition=train; ann_probability=0.9300382
WEVQUJ_clean,WEVQUJ,,doi=10.1039/a909544f; partition=train; ann_probability=0.84237444
WEVRUK_clean,WEVRUK,,doi=10.1039/a909544f; partition=train; ann_probability=0.8557039
WIDZOA_clean,WIDZOA,,doi=10.1021/cg3014464; partition=train; ann_probability=0.9041587
WIDZUG_clean,WIDZUG,,doi=10.1021/cg3014464; partition=train; ann_probability=0.9200932
WIFBAQ_clean,WIFBAQ,,doi=10.1021/cg3014464; partition=train; ann_probability=0.93664587
WIKXAQ_clean,WIKXAQ,,doi=10.1002/chem.200700133; partition=train; ann_probability=0.9486317
WIPLOY_clean,WIPLOY,,doi=10.1021/ic400777c; partition=train; ann_probability=0.10453045
WITJOA_clean,WITJOA,,doi=10.1021/cg401587r; partition=train; ann_probability=0.07591173
WITKIV_clean,WITKIV,,doi=10.1021/cg401766j; partition=train; ann_probability=0.91520596
WIYZOU_clean,WIYZOU,,doi=10.1021/ic701893z; partition=train; ann_probability=0.9280933
WIZKOH_clean,WIZKOH,,doi=10.1039/C3QI00065F; partition=train; ann_probability=0.1156916
WIZMAV02_auto,WIZMAV02,,doi=10.1039/C4DT02582B; partition=train; ann_probability=0.11902994
WONRUM02_clean,WONRUM02,,doi=10.1021/ic991233y; partition=train; ann_probability=0.100746006
WOPHIU_clean,WOPHIU,,doi=10.1021/cg500751e; partition=train; ann_probability=0.92639244
WOPHIU01_clean,WOPHIU01,,doi=10.1021/cg500751e; partition=train; ann_probability=0.9526434
WUBHEI_clean,WUBHEI,,doi=10.1002/ejic.201403149; partition=train; ann_probability=0.92958534
WUDTIA_clean,WUDTIA,,doi=10.1039/C5TA00061K; partition=train; ann_probability=0.93070173
WUDTOG_clean,WUDTOG,,doi=10.1039/C5TA00061K; partition=train; ann_probability=0.94291455
WUDVEY_clean,WUDVEY,,doi=10.1039/C5TA00061K; partition=train; ann_probability=0.9416739
WUGQAS_clean,WUGQAS,,doi=10.1021/ja512552g; partition=train; ann_probability=0.18156415
WUHJIT_clean,WUHJIT,,doi=10.1021/ic901056d; partition=train; ann_probability=0.21374917
WUYWOE_clean,WUYWOE,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.08664566
WUYWUK_clean,WUYWUK,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.09538844
WUYXAR_clean,WUYXAR,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.0966157
WUYXEV_clean,WUYXEV,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.07560277
WUYXOF_clean,WUYXOF,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.08606005
WUYXUL_clean,WUYXUL,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.06815615
WUYYAS_clean,WUYYAS,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.09410074
WUYYOG_clean,WUYYOG,,doi=10.1039/C5TA04551G; partition=train; ann_probability=0.059155643
XACFAJ_clean,XACFAJ,,doi=10.1021/ic025969y; partition=train; ann_probability=0.9207214
XAKYUE_clean,XAKYUE,,doi=10.1021/ic0486872; partition=train; ann_probability=0.9477973
XAKZIT_clean,XAKZIT,,doi=10.1021/ic0486872; partition=train; ann_probability=0.9266685
XAKZOZ_clean,XAKZOZ,,doi=10.1021/ic0486872; partition=train; ann_probability=0.92462397
XALBES_clean,XALBES,,doi=10.1021/ic0486872; partition=train; ann_probability=0.93402696
XALBUI_clean,XALBUI,,doi=10.1021/ic0486872; partition=train; ann_probability=0.9351066
XALCAP_clean,XALCAP,,doi=10.1021/ic0486872; partition=train; ann_probability=0.93348444
XALCET_clean,XALCET,,doi=10.1021/ic0486872; partition=train; ann_probability=0.9370845
XALCIX_clean,XALCIX,,doi=10.1021/ic0486872; partition=train; ann_probability=0.92196816
XALCOD_clean,XALCOD,,doi=10.1021/ic0486872; partition=train; ann_probability=0.918954
XALDAQ_clean,XALDAQ,,doi=10.1021/ic0486872; partition=train; ann_probability=0.9172641
XALDOE_clean,XALDOE,,doi=10.1021/ic0486872; partition=train; ann_probability=0.91866565
XALXUF01_clean,XALXUF01,,doi=10.1002/anie.201105966; partition=train; ann_probability=0.9214124
XAMHEA_manual,XAMHEA,,doi=10.1039/c1cc12884a; partition=train; ann_probability=0.105582
XASJUZ_clean,XASJUZ,,doi=10.1039/C7CC00363C; partition=train; ann_probability=0.91717815
XASNUD_clean,XASNUD,,doi=10.1002/zaac.201600356; partition=train; ann_probability=0.9358804
XATLIQ_clean,XATLIQ,,doi=10.1039/C6CE02639G; partition=train; ann_probability=0.5143727
XAVKIR_clean,XAVKIR,,doi=10.1039/C6QI00616G; partition=train; ann_probability=0.8849577
XEDPIH_clean,XEDPIH,,doi=10.1039/c2cc32927a; partition=train; ann_probability=0.9460795
XEDPON_clean,XEDPON,,doi=10.1039/c2cc32927a; partition=train; ann_probability=0.93246484
XEFGAQ_clean,XEFGAQ,,doi=10.1039/b006543i; partition=train; ann_probability=0.9068558
XEHSEJ_clean,XEHSEJ,,doi=10.1021/ic060543v; partition=train; ann_probability=0.938138
XEHSIN_clean,XEHSIN,,doi=10.1021/ic060543v; partition=train; ann_probability=0.93387467
XEHSOT_clean,XEHSOT,,doi=10.1021/ic060543v; partition=train; ann_probability=0.9349228
XEQLEM_clean,XEQLEM,,doi=10.1039/c2dt31394d; partition=train; ann_probability=0.9236134
XIFHIF_clean,XIFHIF,,doi=10.1002/chem.201203487; partition=train; ann_probability=0.9279146
XIGFOJ_manual,XIGFOJ,,doi=10.1002/anie.200700537; partition=train; ann_probability=0.9206967
XIGWUF_clean,XIGWUF,,doi=10.1021/ja0175901; partition=train; ann_probability=0.13917816
XILSUI_clean,XILSUI,,doi=10.1002/chem.201302025; partition=train; ann_probability=0.096548885
XIYYEL_clean,XIYYEL,,doi=10.1002/anie.201309077; partition=train; ann_probability=0.9428483
XOCWET_clean,XOCWET,,doi=10.1002/cplu.201402121; partition=train; ann_probability=0.087771684
XOCWIX_clean,XOCWIX,,doi=10.1002/cplu.201402121; partition=train; ann_probability=0.08766645
XOCWOD_clean,XOCWOD,,doi=10.1002/cplu.201402121; partition=train; ann_probability=0.09018543
XOCWUJ_clean,XOCWUJ,,doi=10.1002/cplu.201402121; partition=train; ann_probability=0.09104335
XOJWEZ_clean,XOJWEZ,,doi=10.1021/cg800624z; partition=train; ann_probability=0.9193751
XOMCIN_clean,XOMCIN,,doi=10.1039/C4TA01900H; partition=train; ann_probability=0.9316902
XOMCOT_clean,XOMCOT,,doi=10.1039/C4TA01900H; partition=train; ann_probability=0.9350495
XOPLUL_clean,XOPLUL,,doi=10.1039/C4DT01678E; partition=train; ann_probability=0.09942758
XOQXIL_clean,XOQXIL,,doi=10.1021/om800678g; partition=train; ann_probability=0.53855455
XORHET_clean,XORHET,,doi=10.1039/C4DT03129F; partition=train; ann_probability=0.9373073
XOTGUI_clean,XOTGUI,,doi=10.1021/ic020197r; partition=train; ann_probability=0.92490685
XOTHAP_clean,XOTHAP,,doi=10.1021/ic020197r; partition=train; ann_probability=0.92826056
XOVPUU_clean,XOVPUU,,doi=10.1021/ic801631w; partition=train; ann_probability=0.090532154
XOVQAB_clean,XOVQAB,,doi=10.1021/ic801631w; partition=train; ann_probability=0.067695916
XOVQEF_SL,XOVQEF,,doi=10.1021/ic801631w; partition=train; ann_probability=0.08672342
XOVQIJ_clean,XOVQIJ,,doi=10.1021/ic801631w; partition=train; ann_probability=0.102109164
XOVVEK_clean,XOVVEK,,doi=10.1021/cg701164u; partition=train; ann_probability=0.9376893
XOVXAI_clean,XOVXAI,,doi=10.1021/cg800329k; partition=train; ann_probability=0.093571335
XOVXEM_clean,XOVXEM,,doi=10.1021/cg800329k; partition=train; ann_probability=0.099422604
XUJPEY_clean,XUJPEY,,doi=10.1039/B902223F; partition=train; ann_probability=0.9371793
XUJPIC_clean,XUJPIC,,doi=10.1039/B902223F; partition=train; ann_probability=0.93780494
XULCIR_clean,XULCIR,,doi=10.1039/b818498d; partition=train; ann_probability=0.935295
XUMSOP_clean,XUMSOP,,doi=10.1021/cg401006d; partition=train; ann_probability=0.15679458
XUWVUG_clean_h,XUWVUG,,doi=10.1039/b203763g; partition=train; ann_probability=0.9377025
YANBAR03_clean,YANBAR03,,doi=10.1002/ejic.201403077; partition=train; ann_probability=0.15308514
YAPRUE_charged,YAPRUE,,doi=10.1021/ja208224f; partition=train; ann_probability=0.94130707
YARGAB_clean,YARGAB,,doi=10.1021/cg201059d; partition=train; ann_probability=0.1479117
YARSAN_clean,YARSAN,,doi=10.1021/cg200926z; partition=train; ann_probability=0.16795278
YARSIV_clean,YARSIV,,doi=10.1021/cg200926z; partition=train; ann_probability=0.094077826
YARZEZ_clean,YARZEZ,,doi=10.1021/acs.inorgchem.6b02508; partition=train; ann_probability=0.1268776
YARZEZ02_clean,YARZEZ02,,doi=10.1021/acs.inorgchem.6b02508; partition=train; ann_probability=0.123360336
YARZEZ03_clean,YARZEZ03,,doi=10.1021/acs.inorgchem.6b02508; partition=train; ann_probability=0.11852133
YASNAJ_clean,YASNAJ,,doi=10.1021/cg2012638; partition=train; ann_probability=0.9213044
YAVWUQ_clean,YAVWUQ,,doi=10.1039/C7CE00661F; partition=train; ann_probability=0.9354147
YAZYEF_clean,YAZYEF,,doi=10.1039/c2dt31090b; partition=train; ann_probability=0.09106398
YAZZEG_clean,YAZZEG,,doi=10.1039/c2dt31090b; partition=train; ann_probability=0.12038562
YEGTAG_clean,YEGTAG,,doi=10.1021/ic051925o; partition=train; ann_probability=0.14114913
YEGTEK_clean,YEGTEK,,doi=10.1021/ic051925o; partition=train; ann_probability=0.112232804
YELYOE_clean,YELYOE,,doi=10.1021/ic052099m; partition=train; ann_probability=0.93129325
YICREI_clean,YICREI,,doi=10.1002/chem.200600730; partition=train; ann_probability=0.93375075
YINCEF_clean,YINCEF,,doi=10.1039/C3CE41801D; partition=train; ann_probability=0.9272438
YINCIJ_clean,YINCIJ,,doi=10.1039/C3CE41801D; partition=train; ann_probability=0.92847776
YINCOP_clean,YINCOP,,doi=10.1039/C3CE41801D; partition=train; ann_probability=0.9361159
YINCUV_clean,YINCUV,,doi=10.1039/C3CE41801D; partition=train; ann_probability=0.9180882
YIRHOY_clean,YIRHOY,,doi=10.1039/C3CC46503A; partition=train; ann_probability=0.123919606
YITHIU_clean,YITHIU,,doi=10.1039/C3CE41740A; partition=train; ann_probability=0.931718
YITHIU01_clean,YITHIU01,,doi=10.1039/C3CE41740A; partition=train; ann_probability=0.9239762
YITHOA_clean,YITHOA,,doi=10.1039/C3CE41740A; partition=train; ann_probability=0.9291309
YITHOA01_clean,YITHOA01,,doi=10.1039/C3CE41740A; partition=train; ann_probability=0.93993497
YIXYUB_clean,YIXYUB,,doi=10.1039/C4CE00045E; partition=train; ann_probability=0.9265388
YIXZEM_clean,YIXZEM,,doi=10.1039/C4CE00045E; partition=train; ann_probability=0.93238246
YIZGEV_clean,YIZGEV,,doi=10.1021/cm403534b; partition=train; ann_probability=0.097638965
YIZGIZ_clean,YIZGIZ,,doi=10.1021/cm403534b; partition=train; ann_probability=0.9272659
YIZGOF_clean,YIZGOF,,doi=10.1021/cm403534b; partition=train; ann_probability=0.92607534
YOBYAR_clean,YOBYAR,,doi=10.1002/chem.201303434; partition=train; ann_probability=0.112428665
YODWOF_clean,YODWOF,,doi=10.1039/C4CE00017J; partition=train; ann_probability=0.08593398
YORZAH_clean,YORZAH,,doi=10.1039/b814066a; partition=train; ann_probability=0.92700493
YOYQOU_clean,YOYQOU,,doi=10.1021/cg500833s; partition=train; ann_probability=0.9109943
YOYRAH_clean,YOYRAH,,doi=10.1021/cg500833s; partition=train; ann_probability=0.92396283
YOYREL_clean,YOYREL,,doi=10.1021/cg500833s; partition=train; ann_probability=0.92463857
YOYVAL_clean,YOYVAL,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9526199
YOYVEP01_clean,YOYVEP01,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9320243
YOYVOZ_clean,YOYVOZ,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9350372
YOYVOZ01_clean,YOYVOZ01,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9392323
YOYWEQ_clean,YOYWEQ,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9349874
YOYZET_clean,YOYZET,,doi=10.1021/cg501332u; partition=train; ann_probability=0.9299569
YOZJEE_clean,YOZJEE,,doi=10.1021/cg5010616; partition=train; ann_probability=0.9412367
YOZYUJ_clean,YOZYUJ,,doi=10.1039/C5CE00083A; partition=train; ann_probability=0.94136256
YUDFEK_clean,YUDFEK,,doi=10.1039/C4QI00193A; partition=train; ann_probability=0.103441685
YUDFOU_clean,YUDFOU,,doi=10.1039/C4QI00193A; partition=train; ann_probability=0.11003265
YUMFUJ_clean,YUMFUJ,,doi=10.1039/C5DT01065A; partition=train; ann_probability=0.09539792
YUNXAI_clean,YUNXAI,,doi=10.1039/C5DT01875G; partition=train; ann_probability=0.12838185
YUPSIM_clean,YUPSIM,,doi=10.1021/ic8020518; partition=train; ann_probability=0.9357614
YUQNAB_clean,YUQNAB,,doi=10.1021/acs.cgd.5b01050; partition=train; ann_probability=0.1013518
YUWKEH_clean,YUWKEH,,doi=10.1002/zaac.200900452; partition=train; ann_probability=0.93483925
YUWKIL_clean,YUWKIL,,doi=10.1002/zaac.200900452; partition=train; ann_probability=0.9424794
ZEFVEN_clean,ZEFVEN,,doi=10.1039/c2ce25859e; partition=train; ann_probability=0.9357344
ZEFVOX_clean,ZEFVOX,,doi=10.1039/c2ce25859e; partition=train; ann_probability=0.9398471
ZELROZ_manual,ZELROZ,,doi=10.1039/c2cc35565e; partition=train; ann_probability=0.93082654
ZETLER_clean,ZETLER,,doi=10.1002/chem.201203267; partition=train; ann_probability=0.21408445
ZEZFIV_clean,ZEZFIV,,doi=10.1002/chem.201203080; partition=train; ann_probability=0.9153575
ZIBRAD_clean,ZIBRAD,,doi=10.1021/ja00146a033; partition=train; ann_probability=0.11124039
ZIJVOF_clean,ZIJVOF,,doi=10.1039/C3CE41111G; partition=train; ann_probability=0.114047736
ZIJVOF01_clean,ZIJVOF01,,doi=10.1039/C3CE41111G; partition=train; ann_probability=0.1109876
ZIJVOF02_clean,ZIJVOF02,,doi=10.1039/C3CE41111G; partition=train; ann_probability=0.112348884
ZIKCED_clean,ZIKCED,,doi=10.1039/C3CE40858B; partition=train; ann_probability=0.91034997
ZINDAD_clean,ZINDAD,,doi=10.1039/C3CC44546A; partition=train; ann_probability=0.90304756
