structure_id,label_id,join_key,notes
UJAQEC_clean,UJAQEC:1105,UJAQEC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJAQUS_clean,UJAQUS:1106,UJAQUS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJAG_clean,UJOJAG:1107,UJOJAG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJEK01_clean,UJOJEK01:1108,UJOJEK01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJEK02_clean,UJOJEK02:1109,UJOJEK02_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJIO01_clean,UJOJIO01:1110,UJOJIO01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJIO05_clean,UJOJIO05:1111,UJOJIO05_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJIO06_clean,UJOJIO06:1112,UJOJIO06_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOJOU01_clean,UJOJOU01:1113,UJOJOU01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOKIP_clean,UJOKIP:1114,UJOKIP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOKIP01_clean,UJOKIP01:1115,UJOKIP01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOKIP04_clean,UJOKIP04:1116,UJOKIP04_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJOKIP05_clean,UJOKIP05:1117,UJOKIP05_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJULIW_clean,UJULIW:1118,UJULIW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UJUPUM_clean,UJUPUM:1119,UJUPUM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UKEXEP_clean,UKEXEP:1120,UKEXEP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UKIQIP_clean,UKIQIP:1121,UKIQIP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UKUPEX_clean,UKUPEX:1122,UKUPEX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UKUTEB_clean,UKUTEB:1123,UKUTEB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ULUVUT_clean,ULUVUT:1124,ULUVUT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMEHOL_clean,UMEHOL:1125,UMEHOL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMELEF_clean,UMELEF:1126,UMELEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMELUU_clean,UMELUU:1127,UMELUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMEPOT_clean,UMEPOT:1128,UMEPOT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMEQAG_clean,UMEQAG:1129,UMEQAG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UMESOW_clean,UMESOW:1130,UMESOW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
USIRUL_clean,USIRUL:1131,USIRUL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
USOXEH_clean,USOXEH:1132,USOXEH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UTACUP_clean,UTACUP:1133,UTACUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UVINAP_clean,UVINAP:1134,UVINAP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UVOTOQ_clean,UVOTOQ:1135,UVOTOQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UVUDUM_clean,UVUDUM:1136,UVUDUM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UVUGAV_clean,UVUGAV:1137,UVUGAV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UWALEL_clean,UWALEL:1138,UWALEL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UWELIS_clean,UWELIS:1139,UWELIS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UWOWAF_clean,UWOWAF:1140,UWOWAF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UWUKII_clean,UWUKII:1141,UWUKII_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UXIQOJ_clean,UXIQOJ:1142,UXIQOJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UYOJOI_clean,UYOJOI:1143,UYOJOI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
UZIGOB_clean,UZIGOB:1144,UZIGOB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAGBEN_clean,VAGBEN:1145,VAGBEN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAGBUD_clean,VAGBUD:1146,VAGBUD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAGTAA_clean,VAGTAA:1147,VAGTAA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAGTAA01_clean,VAGTAA01:1148,VAGTAA01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAGTUU_clean,VAGTUU:1149,VAGTUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAJTUX_clean,VAJTUX:1150,VAJTUX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VALVIQ_clean,VALVIQ:1151,VALVIQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VALWUD_clean,VALWUD:1152,VALWUD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VALXAK_clean,VALXAK:1153,VALXAK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VALXOY_clean,VALXOY:1154,VALXOY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAPBEV_clean,VAPBEV:1155,VAPBEV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VARHIH_clean,VARHIH:1156,VARHIH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VARJEF_clean,VARJEF:1157,VARJEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAXMUF_clean,VAXMUF:1158,VAXMUF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAYFUY_clean,VAYFUY:1159,VAYFUY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAZKUE_clean,VAZKUE:1160,VAZKUE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAZLAL_clean,VAZLAL:1161,VAZLAL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAZLOZ_clean,VAZLOZ:1162,VAZLOZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VAZMEQ_clean,VAZMEQ:1163,VAZMEQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEDFIV_clean,VEDFIV:1164,VEDFIV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEDFOB_clean,VEDFOB:1165,VEDFOB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEDFUH_clean,VEDFUH:1166,VEDFUH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEDGAO_clean,VEDGAO:1167,VEDGAO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEGXIQ_clean,VEGXIQ:1168,VEGXIQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEGXOW_clean,VEGXOW:1169,VEGXOW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEGXUC_clean,VEGXUC:1170,VEGXUC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHJOJ_clean,VEHJOJ:1171,VEHJOJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHJUP_clean,VEHJUP:1172,VEHJUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHLAW_clean,VEHLAW:1173,VEHLAW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHLEA_clean,VEHLEA:1174,VEHLEA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHLEA01_clean,VEHLEA01:1175,VEHLEA01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHRIL_clean,VEHRIL:1176,VEHRIL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEHYUE_clean,VEHYUE:1177,VEHYUE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEMSUC01_clean,VEMSUC01:1178,VEMSUC01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VEQBID_clean,VEQBID:1179,VEQBID_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VERPOZ_clean,VERPOZ:1180,VERPOZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VERZID_clean,VERZID:1181,VERZID_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VERZOJ_clean,VERZOJ:1182,VERZOJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VERZUP_clean,VERZUP:1183,VERZUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VETMIS_clean,VETMIS:1184,VETMIS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VETVAS_manual,VETVAS:1185,VETVAS_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VICLAW_clean,VICLAW:1186,VICLAW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIDXOX_clean,VIDXOX:1187,VIDXOX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIFBOD_clean,VIFBOD:1188,VIFBOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIFBUJ_clean,VIFBUJ:1189,VIFBUJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIQQUJ_clean,VIQQUJ:1190,VIQQUJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIRPOC_clean,VIRPOC:1191,VIRPOC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIRQES_clean,VIRQES:1192,VIRQES_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIRVEY_clean,VIRVEY:1193,VIRVEY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWKIX_clean,VIWKIX:1194,VIWKIX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWKOD_clean,VIWKOD:1195,VIWKOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWLAQ_clean,VIWLAQ:1196,VIWLAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWLEU_clean,VIWLEU:1197,VIWLEU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWLIY_clean,VIWLIY:1198,VIWLIY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWLOE_clean,VIWLOE:1199,VIWLOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWMEV_clean,VIWMEV:1200,VIWMEV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIWMIZ_clean,VIWMIZ:1201,VIWMIZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIXPUP01_clean,VIXPUP01:1202,VIXPUP01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIXTUT_clean,VIXTUT:1203,VIXTUT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIXVUV_clean,VIXVUV:1204,VIXVUV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIXZUZ_clean,VIXZUZ:1205,VIXZUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VIZQEC_clean,VIZQEC:1206,VIZQEC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VOJGOS_clean,VOJGOS:1207,VOJGOS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VOLPET_clean,VOLPET:1208,VOLPET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VOLQOD_clean,VOLQOD:1209,VOLQOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VOTKEW_clean,VOTKEW:1210,VOTKEW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VOYGOH_clean,VOYGOH:1211,VOYGOH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUCTOE_clean,VUCTOE:1212,VUCTOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUCTUK_clean,VUCTUK:1213,VUCTUK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUNNEZ_clean,VUNNEZ:1214,VUNNEZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUNXUY_clean,VUNXUY:1215,VUNXUY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUNYUZ_clean,VUNYUZ:1216,VUNYUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUQJUN_clean,VUQJUN:1217,VUQJUN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
VUQJUN01_clean,VUQJUN01:1218,VUQJUN01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WAFKAQ_clean,WAFKAQ:1219,WAFKAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WALKAY_clean,WALKAY:1220,WALKAY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WANBOE_clean,WANBOE:1221,WANBOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WANHIF_clean,WANHIF:1222,WANHIF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WAQDOJ_charged,WAQDOJ:1223,WAQDOJ_charged,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WAQTEQ_clean,WAQTEQ:1224,WAQTEQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WAWGOQ_clean,WAWGOQ:1225,WAWGOQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WAYMAM_clean,WAYMAM:1226,WAYMAM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WEBKOD_clean,WEBKOD:1227,WEBKOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WEDXEK_clean,WEDXEK:1228,WEDXEK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WENKEH_clean,WENKEH:1229,WENKEH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WENKOR_clean,WENKOR:1230,WENKOR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WENKUX_manual,WENKUX:1231,WENKUX_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WENLAE_manual,WENLAE:1232,WENLAE_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WENLEI_clean,WENLEI:1233,WENLEI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WEVQUJ_clean,WEVQUJ:1234,WEVQUJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WEVRUK_clean,WEVRUK:1235,WEVRUK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIDZOA_clean,WIDZOA:1236,WIDZOA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIDZUG_clean,WIDZUG:1237,WIDZUG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIFBAQ_clean,WIFBAQ:1238,WIFBAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIKXAQ_clean,WIKXAQ:1239,WIKXAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIPLOY_clean,WIPLOY:1240,WIPLOY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WITJOA_clean,WITJOA:1241,WITJOA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WITKIV_clean,WITKIV:1242,WITKIV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIYZOU_clean,WIYZOU:1243,WIYZOU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIZKOH_clean,WIZKOH:1244,WIZKOH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WIZMAV02_auto,WIZMAV02:1245,WIZMAV02_auto,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WONRUM02_clean,WONRUM02:1246,WONRUM02_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WOPHIU_clean,WOPHIU:1247,WOPHIU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WOPHIU01_clean,WOPHIU01:1248,WOPHIU01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUBHEI_clean,WUBHEI:1249,WUBHEI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUDTIA_clean,WUDTIA:1250,WUDTIA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUDTOG_clean,WUDTOG:1251,WUDTOG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUDVEY_clean,WUDVEY:1252,WUDVEY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUGQAS_clean,WUGQAS:1253,WUGQAS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUHJIT_clean,WUHJIT:1254,WUHJIT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYWOE_clean,WUYWOE:1255,WUYWOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYWUK_clean,WUYWUK:1256,WUYWUK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYXAR_clean,WUYXAR:1257,WUYXAR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYXEV_clean,WUYXEV:1258,WUYXEV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYXOF_clean,WUYXOF:1259,WUYXOF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYXUL_clean,WUYXUL:1260,WUYXUL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYYAS_clean,WUYYAS:1261,WUYYAS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
WUYYOG_clean,WUYYOG:1262,WUYYOG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XACFAJ_clean,XACFAJ:1263,XACFAJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XAKYUE_clean,XAKYUE:1264,XAKYUE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XAKZIT_clean,XAKZIT:1265,XAKZIT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XAKZOZ_clean,XAKZOZ:1266,XAKZOZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALBES_clean,XALBES:1267,XALBES_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALBUI_clean,XALBUI:1268,XALBUI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALCAP_clean,XALCAP:1269,XALCAP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALCET_clean,XALCET:1270,XALCET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALCIX_clean,XALCIX:1271,XALCIX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALCOD_clean,XALCOD:1272,XALCOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALDAQ_clean,XALDAQ:1273,XALDAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALDOE_clean,XALDOE:1274,XALDOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XALXUF01_clean,XALXUF01:1275,XALXUF01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XAMHEA_manual,XAMHEA:1276,XAMHEA_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XASJUZ_clean,XASJUZ:1277,XASJUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XASNUD_clean,XASNUD:1278,XASNUD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XATLIQ_clean,XATLIQ:1279,XATLIQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XAVKIR_clean,XAVKIR:1280,XAVKIR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEDPIH_clean,XEDPIH:1281,XEDPIH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEDPON_clean,XEDPON:1282,XEDPON_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEFGAQ_clean,XEFGAQ:1283,XEFGAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEHSEJ_clean,XEHSEJ:1284,XEHSEJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEHSIN_clean,XEHSIN:1285,XEHSIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEHSOT_clean,XEHSOT:1286,XEHSOT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XEQLEM_clean,XEQLEM:1287,XEQLEM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XIFHIF_clean,XIFHIF:1288,XIFHIF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XIGFOJ_manual,XIGFOJ:1289,XIGFOJ_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XIGWUF_clean,XIGWUF:1290,XIGWUF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XILSUI_clean,XILSUI:1291,XILSUI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XIYYEL_clean,XIYYEL:1292,XIYYEL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOCWET_clean,XOCWET:1293,XOCWET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOCWIX_clean,XOCWIX:1294,XOCWIX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOCWOD_clean,XOCWOD:1295,XOCWOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOCWUJ_clean,XOCWUJ:1296,XOCWUJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOJWEZ_clean,XOJWEZ:1297,XOJWEZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOMCIN_clean,XOMCIN:1298,XOMCIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOMCOT_clean,XOMCOT:1299,XOMCOT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOPLUL_clean,XOPLUL:1300,XOPLUL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOQXIL_clean,XOQXIL:1301,XOQXIL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XORHET_clean,XORHET:1302,XORHET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOTGUI_clean,XOTGUI:1303,XOTGUI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOTHAP_clean,XOTHAP:1304,XOTHAP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVPUU_clean,XOVPUU:1305,XOVPUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVQAB_clean,XOVQAB:1306,XOVQAB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVQEF_SL,XOVQEF:1307,XOVQEF_SL,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVQIJ_clean,XOVQIJ:1308,XOVQIJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVVEK_clean,XOVVEK:1309,XOVVEK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVXAI_clean,XOVXAI:1310,XOVXAI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XOVXEM_clean,XOVXEM:1311,XOVXEM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XUJPEY_clean,XUJPEY:1312,XUJPEY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XUJPIC_clean,XUJPIC:1313,XUJPIC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XULCIR_clean,XULCIR:1314,XULCIR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XUMSOP_clean,XUMSOP:1315,XUMSOP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
XUWVUG_clean_h,XUWVUG:1316,XUWVUG_clean_h,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YANBAR03_clean,YANBAR03:1317,YANBAR03_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YAPRUE_charged,YAPRUE:1318,YAPRUE_charged,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARGAB_clean,YARGAB:1319,YARGAB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARSAN_clean,YARSAN:1320,YARSAN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARSIV_clean,YARSIV:1321,YARSIV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARZEZ_clean,YARZEZ:1322,YARZEZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARZEZ02_clean,YARZEZ02:1323,YARZEZ02_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YARZEZ03_clean,YARZEZ03:1324,YARZEZ03_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YASNAJ_clean,YASNAJ:1325,YASNAJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YAVWUQ_clean,YAVWUQ:1326,YAVWUQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YAZYEF_clean,YAZYEF:1327,YAZYEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YAZZEG_clean,YAZZEG:1328,YAZZEG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YEGTAG_clean,YEGTAG:1329,YEGTAG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YEGTEK_clean,YEGTEK:1330,YEGTEK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YELYOE_clean,YELYOE:1331,YELYOE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YICREI_clean,YICREI:1332,YICREI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YINCEF_clean,YINCEF:1333,YINCEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YINCIJ_clean,YINCIJ:1334,YINCIJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YINCOP_clean,YINCOP:1335,YINCOP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YINCUV_clean,YINCUV:1336,YINCUV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
YIRHOY_clean,YIRHOY:1337,YIRHOY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
